timestamp,vin,vehSpeed,vehRPM,vehSysPwrMod,vehGearPos,vehBrakePos,vehAccelPos,vehCoolantTemp,vehBMSPackSOC,vehBMSPackSOCV
2026-06-27 12:17:05.400272+00:00,MH01TEST0001,46.0,2336.0,2,2.0,34.0,82.0,95.0,374.0,0.0
2026-06-27 12:17:15.400272+00:00,MH01TEST0001,537.0,2171.0,2,1.0,24.0,98.0,87.0,222.0,0.0
2026-06-27 12:17:25.400272+00:00,MH01TEST0001,268.0,2008.0,2,4.0,37.0,43.0,78.0,835.0,0.0
2026-06-27 12:17:35.400272+00:00,MH01TEST0001,458.0,968.0,2,3.0,8.0,76.0,98.0,645.0,0.0
2026-06-27 12:17:45.400272+00:00,MH01TEST0001,120.0,2599.0,2,2.0,3.0,84.0,77.0,205.0,0.0
2026-06-27 12:17:55.400272+00:00,MH01TEST0001,688.0,2531.0,2,2.0,25.0,60.0,89.0,220.0,0.0
2026-06-27 12:33:05.400272+00:00,MH01TEST0001,185.0,1049.0,2,4.0,33.0,56.0,75.0,823.0,0.0
2026-06-27 12:33:15.400272+00:00,MH01TEST0001,714.0,1524.0,2,5.0,14.0,88.0,83.0,628.0,0.0
2026-06-27 12:33:25.400272+00:00,MH01TEST0001,641.0,2056.0,2,4.0,38.0,9.0,80.0,572.0,0.0
2026-06-27 12:33:35.400272+00:00,MH01TEST0001,111.0,2299.0,2,1.0,38.0,98.0,92.0,530.0,0.0
2026-06-27 12:33:45.400272+00:00,MH01TEST0001,738.0,2301.0,2,4.0,16.0,14.0,86.0,527.0,0.0
2026-06-27 12:33:55.400272+00:00,MH01TEST0001,776.0,2784.0,2,4.0,14.0,34.0,79.0,223.0,0.0
2026-06-27 12:34:05.400272+00:00,MH01TEST0001,212.0,1014.0,2,4.0,42.0,80.0,88.0,721.0,0.0
2026-06-27 12:34:15.400272+00:00,MH01TEST0001,341.0,1094.0,2,1.0,34.0,57.0,95.0,885.0,0.0
2026-06-27 12:34:25.400272+00:00,MH01TEST0001,431.0,1418.0,2,3.0,0.0,24.0,78.0,517.0,0.0
2026-06-27 12:34:35.400272+00:00,MH01TEST0001,525.0,1085.0,2,2.0,13.0,89.0,77.0,443.0,0.0
2026-06-27 12:34:45.400272+00:00,MH01TEST0001,354.0,2346.0,2,1.0,31.0,6.0,86.0,643.0,0.0
2026-06-27 12:34:55.400272+00:00,MH01TEST0001,119.0,1647.0,2,5.0,31.0,52.0,78.0,519.0,0.0
2026-06-27 12:35:05.400272+00:00,MH01TEST0001,744.0,2772.0,2,4.0,15.0,60.0,94.0,204.0,0.0
2026-06-27 12:35:15.400272+00:00,MH01TEST0001,553.0,1352.0,2,5.0,45.0,96.0,90.0,649.0,0.0
2026-06-27 12:35:25.400272+00:00,MH01TEST0001,32.0,1486.0,2,1.0,31.0,14.0,92.0,733.0,0.0
2026-06-27 12:35:35.400272+00:00,MH01TEST0001,651.0,1387.0,2,3.0,16.0,16.0,85.0,391.0,0.0
2026-06-27 12:35:45.400272+00:00,MH01TEST0001,585.0,1249.0,2,1.0,12.0,5.0,84.0,872.0,0.0
2026-06-27 12:35:55.400272+00:00,MH01TEST0001,146.0,2633.0,2,5.0,19.0,10.0,80.0,484.0,0.0
2026-06-27 12:36:05.400272+00:00,MH01TEST0001,491.0,2590.0,2,3.0,10.0,83.0,87.0,791.0,0.0
2026-06-27 12:36:15.400272+00:00,MH01TEST0001,401.0,1380.0,2,4.0,19.0,53.0,89.0,719.0,0.0
2026-06-27 12:36:25.400272+00:00,MH01TEST0001,22.0,2045.0,2,2.0,31.0,39.0,94.0,771.0,0.0
2026-06-27 12:36:35.400272+00:00,MH01TEST0001,741.0,2720.0,2,5.0,39.0,23.0,96.0,628.0,0.0
2026-06-27 12:36:45.400272+00:00,MH01TEST0001,575.0,1796.0,2,1.0,24.0,86.0,81.0,531.0,0.0
2026-06-27 12:36:55.400272+00:00,MH01TEST0001,248.0,2775.0,2,1.0,22.0,48.0,97.0,642.0,0.0
2026-06-27 12:37:05.400272+00:00,MH01TEST0001,12.0,1289.0,2,3.0,9.0,74.0,78.0,714.0,0.0
2026-06-27 12:37:15.400272+00:00,MH01TEST0001,73.0,1219.0,2,3.0,25.0,47.0,89.0,787.0,0.0
2026-06-27 12:37:25.400272+00:00,MH01TEST0001,606.0,867.0,2,4.0,44.0,20.0,99.0,542.0,0.0
2026-06-27 12:37:35.400272+00:00,MH01TEST0001,119.0,2152.0,2,5.0,33.0,16.0,89.0,744.0,0.0
2026-06-27 12:37:45.400272+00:00,MH01TEST0001,410.0,741.0,2,2.0,44.0,8.0,96.0,279.0,0.0
2026-06-27 12:37:55.400272+00:00,MH01TEST0001,718.0,1109.0,2,5.0,25.0,2.0,85.0,409.0,0.0
2026-06-27 12:38:05.400272+00:00,MH01TEST0001,743.0,2033.0,2,4.0,27.0,17.0,96.0,223.0,0.0
2026-06-27 12:38:15.400272+00:00,MH01TEST0001,214.0,1713.0,2,3.0,5.0,63.0,91.0,517.0,0.0
2026-06-27 12:38:25.400272+00:00,MH01TEST0001,52.0,1139.0,2,2.0,35.0,49.0,86.0,443.0,0.0
2026-06-27 12:38:35.400272+00:00,MH01TEST0001,395.0,1879.0,2,4.0,45.0,66.0,90.0,745.0,0.0
2026-06-27 12:38:45.400272+00:00,MH01TEST0001,673.0,2943.0,2,1.0,22.0,35.0,75.0,785.0,0.0
2026-06-27 12:38:55.400272+00:00,MH01TEST0001,499.0,2961.0,2,1.0,28.0,27.0,78.0,430.0,0.0
2026-06-27 12:39:05.400272+00:00,MH01TEST0001,53.0,947.0,2,4.0,40.0,83.0,93.0,529.0,0.0
2026-06-27 12:39:15.400272+00:00,MH01TEST0001,520.0,2432.0,2,2.0,17.0,86.0,96.0,798.0,0.0
2026-06-27 12:39:25.400272+00:00,MH01TEST0001,275.0,1739.0,2,4.0,41.0,46.0,94.0,277.0,0.0
2026-06-27 12:39:35.400272+00:00,MH01TEST0001,180.0,1771.0,2,3.0,17.0,87.0,86.0,620.0,0.0
2026-06-27 12:39:45.400272+00:00,MH01TEST0001,344.0,1607.0,2,3.0,38.0,55.0,99.0,223.0,0.0
2026-06-27 12:39:55.400272+00:00,MH01TEST0001,698.0,2624.0,2,3.0,38.0,70.0,82.0,205.0,0.0
2026-06-27 12:40:05.400272+00:00,MH01TEST0001,772.0,1234.0,2,1.0,12.0,38.0,75.0,569.0,0.0
2026-06-27 12:40:15.400272+00:00,MH01TEST0001,112.0,2044.0,2,2.0,33.0,1.0,79.0,877.0,0.0
2026-06-27 12:40:25.400272+00:00,MH01TEST0001,449.0,2422.0,2,4.0,1.0,75.0,95.0,373.0,0.0
2026-06-27 12:40:35.400272+00:00,MH01TEST0001,609.0,1653.0,2,2.0,37.0,48.0,77.0,661.0,0.0
2026-06-27 12:40:45.400272+00:00,MH01TEST0001,207.0,2180.0,2,4.0,32.0,68.0,83.0,647.0,0.0
2026-06-27 12:40:55.400272+00:00,MH01TEST0001,218.0,972.0,2,5.0,1.0,35.0,86.0,669.0,0.0
2026-06-27 12:41:05.400272+00:00,MH01TEST0001,193.0,2369.0,2,1.0,20.0,68.0,91.0,407.0,0.0
2026-06-27 12:41:15.400272+00:00,MH01TEST0001,167.0,1398.0,2,1.0,42.0,96.0,90.0,606.0,0.0
2026-06-27 12:41:25.400272+00:00,MH01TEST0001,710.0,890.0,2,4.0,44.0,77.0,97.0,510.0,0.0
2026-06-27 12:41:35.400272+00:00,MH01TEST0001,174.0,1379.0,2,2.0,17.0,82.0,92.0,454.0,0.0
2026-06-27 12:41:45.400272+00:00,MH01TEST0001,180.0,1511.0,2,2.0,42.0,39.0,81.0,298.0,0.0
2026-06-27 12:41:55.400272+00:00,MH01TEST0001,100.0,2182.0,2,5.0,44.0,54.0,75.0,384.0,0.0
2026-06-27 12:42:05.400272+00:00,MH01TEST0001,99.0,1895.0,2,5.0,26.0,11.0,99.0,484.0,0.0
2026-06-27 12:42:15.400272+00:00,MH01TEST0001,622.0,2616.0,2,5.0,6.0,92.0,95.0,270.0,0.0
2026-06-27 12:42:25.400272+00:00,MH01TEST0001,230.0,1681.0,2,4.0,18.0,81.0,75.0,598.0,0.0
2026-06-27 12:42:35.400272+00:00,MH01TEST0001,641.0,2739.0,2,1.0,33.0,51.0,76.0,520.0,0.0
2026-06-27 12:42:45.400272+00:00,MH01TEST0001,468.0,793.0,2,2.0,35.0,34.0,77.0,571.0,0.0
2026-06-27 12:57:55.400272+00:00,MH01TEST0001,219.0,763.0,2,2.0,34.0,23.0,77.0,716.0,0.0
2026-06-27 12:58:05.400272+00:00,MH01TEST0001,534.0,2245.0,2,4.0,40.0,91.0,92.0,217.0,0.0
2026-06-27 12:58:15.400272+00:00,MH01TEST0001,421.0,1421.0,2,5.0,49.0,90.0,95.0,366.0,0.0
2026-06-27 12:58:25.400272+00:00,MH01TEST0001,766.0,2449.0,2,2.0,42.0,15.0,83.0,444.0,0.0
2026-06-27 12:58:35.400272+00:00,MH01TEST0001,453.0,2616.0,2,3.0,33.0,17.0,83.0,848.0,0.0
2026-06-27 12:58:45.400272+00:00,MH01TEST0001,740.0,952.0,2,3.0,19.0,26.0,98.0,206.0,0.0
2026-06-27 12:58:55.400272+00:00,MH01TEST0001,769.0,1377.0,2,4.0,15.0,5.0,79.0,256.0,0.0
2026-06-27 12:59:05.400272+00:00,MH01TEST0001,598.0,2137.0,2,4.0,40.0,64.0,83.0,416.0,0.0
2026-06-27 12:59:15.400272+00:00,MH01TEST0001,502.0,1102.0,2,5.0,8.0,92.0,92.0,858.0,0.0
2026-06-27 12:59:25.400272+00:00,MH01TEST0001,688.0,1652.0,2,2.0,13.0,74.0,82.0,527.0,0.0
2026-06-27 12:59:35.400272+00:00,MH01TEST0001,797.0,1505.0,2,3.0,13.0,12.0,93.0,323.0,0.0
2026-06-27 12:59:45.400272+00:00,MH01TEST0001,197.0,2112.0,2,2.0,35.0,5.0,75.0,453.0,0.0
2026-06-27 12:59:55.400272+00:00,MH01TEST0001,450.0,2410.0,2,1.0,49.0,90.0,84.0,645.0,0.0
2026-06-27 13:00:05.400272+00:00,MH01TEST0001,112.0,2296.0,2,4.0,27.0,26.0,92.0,566.0,0.0
2026-06-27 13:00:15.400272+00:00,MH01TEST0001,83.0,1430.0,2,3.0,44.0,80.0,97.0,343.0,0.0
2026-06-27 13:00:25.400272+00:00,MH01TEST0001,536.0,2046.0,2,3.0,22.0,36.0,77.0,220.0,0.0
2026-06-27 13:00:35.400272+00:00,MH01TEST0001,38.0,2544.0,2,3.0,43.0,77.0,88.0,683.0,0.0
2026-06-27 13:00:45.400272+00:00,MH01TEST0001,571.0,2385.0,2,1.0,32.0,84.0,76.0,864.0,0.0
2026-06-27 13:00:55.400272+00:00,MH01TEST0001,656.0,2512.0,2,4.0,39.0,87.0,79.0,731.0,0.0
2026-06-27 13:01:05.400272+00:00,MH01TEST0001,133.0,1896.0,2,1.0,0.0,0.0,91.0,347.0,0.0
2026-06-27 13:01:15.400272+00:00,MH01TEST0001,544.0,2037.0,2,1.0,44.0,29.0,87.0,202.0,0.0
2026-06-27 13:01:25.400272+00:00,MH01TEST0001,316.0,1764.0,2,4.0,8.0,88.0,99.0,258.0,0.0
2026-06-27 13:01:35.400272+00:00,MH01TEST0001,714.0,2108.0,2,2.0,17.0,59.0,95.0,729.0,0.0
2026-06-27 13:01:45.400272+00:00,MH01TEST0001,728.0,1359.0,2,5.0,14.0,33.0,76.0,624.0,0.0
2026-06-27 13:01:55.400272+00:00,MH01TEST0001,462.0,1757.0,2,5.0,42.0,90.0,96.0,562.0,0.0
2026-06-27 13:02:05.400272+00:00,MH01TEST0001,449.0,1227.0,2,5.0,34.0,61.0,93.0,669.0,0.0
2026-06-27 13:02:15.400272+00:00,MH01TEST0001,568.0,1859.0,2,1.0,8.0,2.0,80.0,557.0,0.0
2026-06-27 13:02:25.400272+00:00,MH01TEST0001,462.0,2299.0,2,3.0,35.0,93.0,80.0,424.0,0.0
2026-06-27 13:02:35.400272+00:00,MH01TEST0001,596.0,2506.0,2,5.0,13.0,81.0,96.0,241.0,0.0
2026-06-27 13:02:45.400272+00:00,MH01TEST0001,155.0,2300.0,2,1.0,34.0,6.0,96.0,840.0,0.0
2026-06-27 13:02:55.400272+00:00,MH01TEST0001,625.0,1101.0,2,5.0,27.0,97.0,75.0,624.0,0.0
2026-06-27 13:03:05.400272+00:00,MH01TEST0001,420.0,1149.0,2,2.0,38.0,54.0,75.0,308.0,0.0
2026-06-27 13:03:15.400272+00:00,MH01TEST0001,601.0,1559.0,2,2.0,44.0,95.0,75.0,670.0,0.0
2026-06-27 13:03:25.400272+00:00,MH01TEST0001,418.0,2935.0,2,3.0,3.0,22.0,79.0,320.0,0.0
2026-06-27 13:03:35.400272+00:00,MH01TEST0001,245.0,764.0,2,3.0,32.0,12.0,99.0,851.0,0.0
2026-06-27 13:03:45.400272+00:00,MH01TEST0001,71.0,2243.0,2,5.0,5.0,70.0,99.0,790.0,0.0
2026-06-27 13:03:55.400272+00:00,MH01TEST0001,420.0,1376.0,2,5.0,46.0,9.0,96.0,281.0,0.0
2026-06-27 13:04:05.400272+00:00,MH01TEST0001,785.0,1921.0,2,4.0,42.0,81.0,89.0,514.0,0.0
2026-06-27 13:04:15.400272+00:00,MH01TEST0001,28.0,899.0,2,3.0,47.0,29.0,85.0,255.0,0.0
2026-06-27 13:04:25.400272+00:00,MH01TEST0001,457.0,2634.0,2,2.0,17.0,24.0,78.0,591.0,0.0
2026-06-27 13:04:35.400272+00:00,MH01TEST0001,357.0,2707.0,2,2.0,30.0,61.0,91.0,750.0,0.0
2026-06-27 13:04:45.400272+00:00,MH01TEST0001,5.0,1818.0,2,4.0,28.0,85.0,75.0,737.0,0.0
2026-06-27 13:04:55.400272+00:00,MH01TEST0001,434.0,2493.0,2,2.0,3.0,80.0,98.0,484.0,0.0
2026-06-27 13:05:05.400272+00:00,MH01TEST0001,618.0,1794.0,2,3.0,25.0,17.0,85.0,532.0,0.0
2026-06-27 13:05:15.400272+00:00,MH01TEST0001,593.0,2372.0,2,2.0,26.0,76.0,87.0,633.0,0.0
2026-06-27 13:05:25.400272+00:00,MH01TEST0001,782.0,1294.0,2,5.0,31.0,48.0,85.0,823.0,0.0
2026-06-27 13:05:35.400272+00:00,MH01TEST0001,423.0,1431.0,2,3.0,12.0,63.0,98.0,241.0,0.0
2026-06-27 13:05:45.400272+00:00,MH01TEST0001,471.0,1059.0,2,3.0,3.0,13.0,88.0,356.0,0.0
2026-06-27 13:05:55.400272+00:00,MH01TEST0001,772.0,1744.0,2,5.0,1.0,47.0,95.0,273.0,0.0
2026-06-27 13:06:05.400272+00:00,MH01TEST0001,255.0,2336.0,2,5.0,38.0,30.0,92.0,542.0,0.0
2026-06-27 13:06:15.400272+00:00,MH01TEST0001,638.0,2497.0,2,1.0,35.0,24.0,95.0,202.0,0.0
2026-06-27 13:06:25.400272+00:00,MH01TEST0001,150.0,2641.0,2,1.0,6.0,37.0,78.0,318.0,0.0
2026-06-27 13:06:35.400272+00:00,MH01TEST0001,289.0,1139.0,2,5.0,45.0,9.0,83.0,516.0,0.0
2026-06-27 13:06:45.400272+00:00,MH01TEST0001,538.0,2258.0,2,4.0,34.0,69.0,82.0,366.0,0.0
2026-06-27 13:06:55.400272+00:00,MH01TEST0001,463.0,1321.0,2,5.0,9.0,70.0,77.0,500.0,0.0
2026-06-27 13:07:05.400272+00:00,MH01TEST0001,156.0,1548.0,2,2.0,20.0,31.0,76.0,629.0,0.0
2026-06-27 13:07:15.400272+00:00,MH01TEST0001,527.0,1552.0,2,2.0,48.0,66.0,83.0,736.0,0.0
2026-06-27 13:07:25.400272+00:00,MH01TEST0001,462.0,2024.0,2,3.0,24.0,52.0,99.0,621.0,0.0
2026-06-27 13:07:35.400272+00:00,MH01TEST0001,736.0,2052.0,2,1.0,0.0,60.0,93.0,754.0,0.0
2026-06-27 13:07:45.400272+00:00,MH01TEST0001,481.0,1995.0,2,1.0,33.0,65.0,85.0,466.0,0.0
2026-06-27 13:07:55.400272+00:00,MH01TEST0001,707.0,849.0,2,4.0,48.0,66.0,95.0,613.0,0.0
2026-06-27 13:08:05.400272+00:00,MH01TEST0001,769.0,2854.0,2,5.0,18.0,78.0,91.0,206.0,0.0
2026-06-27 13:08:15.400272+00:00,MH01TEST0001,70.0,2660.0,2,2.0,42.0,60.0,77.0,836.0,0.0
2026-06-27 13:08:25.400272+00:00,MH01TEST0001,57.0,1591.0,2,1.0,2.0,29.0,82.0,513.0,0.0
2026-06-27 13:08:35.400272+00:00,MH01TEST0001,402.0,2014.0,2,5.0,3.0,91.0,89.0,280.0,0.0
2026-06-27 13:08:45.400272+00:00,MH01TEST0001,399.0,1079.0,2,3.0,48.0,5.0,78.0,388.0,0.0
2026-06-27 13:08:55.400272+00:00,MH01TEST0001,444.0,2159.0,2,4.0,16.0,62.0,84.0,221.0,0.0
2026-06-27 13:09:05.400272+00:00,MH01TEST0001,595.0,2716.0,2,3.0,26.0,23.0,79.0,896.0,0.0
2026-06-27 13:09:15.400272+00:00,MH01TEST0001,252.0,2835.0,2,4.0,12.0,15.0,78.0,655.0,0.0
2026-06-27 13:09:25.400272+00:00,MH01TEST0001,141.0,2757.0,2,5.0,37.0,54.0,75.0,604.0,0.0
2026-06-27 13:09:35.400272+00:00,MH01TEST0001,544.0,826.0,2,1.0,18.0,54.0,84.0,502.0,0.0
2026-06-27 13:09:45.400272+00:00,MH01TEST0001,310.0,811.0,2,3.0,26.0,87.0,92.0,819.0,0.0
2026-06-27 13:09:55.400272+00:00,MH01TEST0001,743.0,2394.0,2,5.0,46.0,65.0,91.0,489.0,0.0
2026-06-27 13:10:05.400272+00:00,MH01TEST0001,50.0,1155.0,2,5.0,40.0,65.0,99.0,683.0,0.0
2026-06-27 13:10:15.400272+00:00,MH01TEST0001,567.0,1134.0,2,5.0,48.0,51.0,77.0,694.0,0.0
2026-06-27 13:10:25.400272+00:00,MH01TEST0001,580.0,2163.0,2,3.0,28.0,60.0,77.0,263.0,0.0
2026-06-27 13:10:35.400272+00:00,MH01TEST0001,216.0,837.0,2,2.0,1.0,58.0,76.0,355.0,0.0
2026-06-27 13:10:45.400272+00:00,MH01TEST0001,70.0,2514.0,2,5.0,6.0,3.0,79.0,543.0,0.0
2026-06-27 13:10:55.400272+00:00,MH01TEST0001,254.0,1111.0,2,5.0,14.0,65.0,86.0,583.0,0.0
2026-06-27 13:11:05.400272+00:00,MH01TEST0001,316.0,2095.0,2,4.0,32.0,49.0,95.0,864.0,0.0
2026-06-27 13:11:15.400272+00:00,MH01TEST0001,783.0,2150.0,2,3.0,46.0,87.0,91.0,848.0,0.0
2026-06-27 13:11:25.400272+00:00,MH01TEST0001,698.0,1140.0,2,5.0,8.0,33.0,90.0,571.0,0.0
2026-06-27 13:11:35.400272+00:00,MH01TEST0001,184.0,1622.0,2,2.0,5.0,55.0,81.0,423.0,0.0
2026-06-27 13:11:45.400272+00:00,MH01TEST0001,377.0,970.0,2,5.0,41.0,34.0,98.0,298.0,0.0
2026-06-27 13:11:55.400272+00:00,MH01TEST0001,479.0,2956.0,2,4.0,29.0,60.0,99.0,620.0,0.0
2026-06-27 13:12:05.400272+00:00,MH01TEST0001,730.0,1863.0,2,5.0,34.0,95.0,84.0,733.0,0.0
2026-06-27 13:12:15.400272+00:00,MH01TEST0001,108.0,1040.0,2,4.0,16.0,30.0,89.0,636.0,0.0
2026-06-27 13:12:25.400272+00:00,MH01TEST0001,612.0,2575.0,2,1.0,46.0,16.0,85.0,744.0,0.0
2026-06-27 13:12:35.400272+00:00,MH01TEST0001,740.0,2401.0,2,1.0,31.0,79.0,82.0,830.0,0.0
2026-06-27 13:12:45.400272+00:00,MH01TEST0001,732.0,1199.0,2,1.0,31.0,8.0,82.0,714.0,0.0
2026-06-27 13:12:55.400272+00:00,MH01TEST0001,221.0,1479.0,2,5.0,41.0,46.0,98.0,755.0,0.0
2026-06-27 13:13:05.400272+00:00,MH01TEST0001,101.0,872.0,2,4.0,11.0,30.0,95.0,662.0,0.0
2026-06-27 13:13:15.400272+00:00,MH01TEST0001,475.0,1980.0,2,5.0,34.0,31.0,96.0,764.0,0.0
2026-06-27 13:13:25.400272+00:00,MH01TEST0001,58.0,1967.0,2,2.0,27.0,64.0,79.0,795.0,0.0
2026-06-27 13:13:35.400272+00:00,MH01TEST0001,103.0,821.0,2,3.0,25.0,36.0,85.0,635.0,0.0
2026-06-27 13:13:45.400272+00:00,MH01TEST0001,56.0,1141.0,2,2.0,38.0,26.0,84.0,501.0,0.0
2026-06-27 13:13:55.400272+00:00,MH01TEST0001,168.0,1745.0,2,4.0,13.0,33.0,98.0,649.0,0.0
2026-06-27 13:14:05.400272+00:00,MH01TEST0001,695.0,855.0,2,1.0,35.0,70.0,91.0,438.0,0.0
2026-06-27 13:14:15.400272+00:00,MH01TEST0001,538.0,2406.0,2,4.0,40.0,45.0,94.0,224.0,0.0
2026-06-27 13:14:25.400272+00:00,MH01TEST0001,507.0,2478.0,2,4.0,17.0,69.0,97.0,826.0,0.0
2026-06-27 13:14:35.400272+00:00,MH01TEST0001,788.0,2332.0,2,4.0,11.0,98.0,75.0,572.0,0.0
2026-06-27 13:14:45.400272+00:00,MH01TEST0001,397.0,2588.0,2,5.0,32.0,43.0,95.0,260.0,0.0
2026-06-27 13:14:55.400272+00:00,MH01TEST0001,31.0,2542.0,2,5.0,12.0,60.0,88.0,337.0,0.0
2026-06-27 13:15:05.400272+00:00,MH01TEST0001,130.0,1616.0,2,1.0,46.0,83.0,77.0,878.0,0.0
2026-06-27 13:15:15.400272+00:00,MH01TEST0001,208.0,1733.0,2,5.0,4.0,38.0,98.0,758.0,0.0
2026-06-27 13:15:25.400272+00:00,MH01TEST0001,538.0,1376.0,2,3.0,34.0,32.0,96.0,324.0,0.0
2026-06-27 13:15:35.400272+00:00,MH01TEST0001,285.0,1091.0,2,5.0,22.0,45.0,92.0,497.0,0.0
2026-06-27 13:15:45.400272+00:00,MH01TEST0001,254.0,1337.0,2,2.0,18.0,62.0,94.0,434.0,0.0
2026-06-27 13:15:55.400272+00:00,MH01TEST0001,89.0,2363.0,2,1.0,27.0,59.0,84.0,810.0,0.0
2026-06-27 13:16:05.400272+00:00,MH01TEST0001,568.0,1530.0,2,4.0,45.0,54.0,86.0,761.0,0.0
2026-06-27 13:16:15.400272+00:00,MH01TEST0001,19.0,2992.0,2,1.0,7.0,18.0,96.0,371.0,0.0
2026-06-27 13:16:25.400272+00:00,MH01TEST0001,368.0,2026.0,2,3.0,41.0,7.0,88.0,287.0,0.0
2026-06-27 13:16:35.400272+00:00,MH01TEST0001,595.0,2230.0,2,4.0,20.0,49.0,97.0,863.0,0.0
2026-06-27 13:16:45.400272+00:00,MH01TEST0001,405.0,1913.0,2,4.0,42.0,34.0,86.0,461.0,0.0
2026-06-27 13:16:55.400272+00:00,MH01TEST0001,549.0,2533.0,2,1.0,37.0,3.0,81.0,242.0,0.0
2026-06-27 13:17:05.400272+00:00,MH01TEST0001,631.0,1517.0,2,3.0,5.0,56.0,76.0,654.0,0.0
2026-06-27 13:17:15.400272+00:00,MH01TEST0001,179.0,2108.0,2,1.0,11.0,16.0,99.0,814.0,0.0
2026-06-27 13:17:25.400272+00:00,MH01TEST0001,74.0,2166.0,2,5.0,14.0,97.0,83.0,431.0,0.0
2026-06-27 13:17:35.400272+00:00,MH01TEST0001,45.0,2691.0,2,3.0,4.0,77.0,78.0,669.0,0.0
2026-06-27 13:17:45.400272+00:00,MH01TEST0001,463.0,2254.0,2,3.0,39.0,78.0,97.0,791.0,0.0
2026-06-27 13:17:55.400272+00:00,MH01TEST0001,211.0,2075.0,2,3.0,26.0,71.0,84.0,668.0,0.0
2026-06-27 13:18:05.400272+00:00,MH01TEST0001,157.0,1984.0,2,5.0,13.0,48.0,89.0,406.0,0.0
2026-06-27 13:18:15.400272+00:00,MH01TEST0001,587.0,826.0,2,4.0,37.0,31.0,98.0,741.0,0.0
2026-06-27 13:18:25.400272+00:00,MH01TEST0001,646.0,1590.0,2,3.0,3.0,19.0,77.0,612.0,0.0
2026-06-27 13:18:35.400272+00:00,MH01TEST0001,763.0,1417.0,2,4.0,1.0,26.0,99.0,318.0,0.0
2026-06-27 13:18:45.400272+00:00,MH01TEST0001,391.0,2134.0,2,1.0,34.0,26.0,88.0,446.0,0.0
2026-06-27 13:18:55.400272+00:00,MH01TEST0001,418.0,1426.0,2,2.0,37.0,70.0,87.0,871.0,0.0
2026-06-27 13:19:05.400272+00:00,MH01TEST0001,790.0,2061.0,2,4.0,39.0,4.0,90.0,276.0,0.0
2026-06-27 13:19:15.400272+00:00,MH01TEST0001,402.0,1846.0,2,5.0,29.0,99.0,89.0,584.0,0.0
2026-06-27 13:19:25.400272+00:00,MH01TEST0001,146.0,1482.0,2,2.0,32.0,58.0,95.0,394.0,0.0
2026-06-27 13:19:35.400272+00:00,MH01TEST0001,204.0,1866.0,2,3.0,9.0,37.0,99.0,325.0,0.0
2026-06-27 13:19:45.400272+00:00,MH01TEST0001,770.0,1397.0,2,3.0,17.0,42.0,89.0,771.0,0.0
2026-06-27 13:19:55.400272+00:00,MH01TEST0001,34.0,1197.0,2,5.0,6.0,60.0,75.0,411.0,0.0
2026-06-27 13:20:05.400272+00:00,MH01TEST0001,640.0,1955.0,2,4.0,27.0,65.0,80.0,421.0,0.0
